Folder,Label
sample6039,1
sample3051,1
sample_diff9869,0
sample4719,1
sample_diff49,0
sample_diff9067,0
sample_diff1301,0
sample2031,1
sample2244,1
sample_diff2100,0
sample3122,1
sample_diff294,0
sample_diff9659,0
sample_diff9530,0
sample_diff3150,0
sample6284,1
sample_diff5987,0
sample3191,1
sample_diff439,0
sample3045,1
sample_diff2741,0
sample_diff2651,0
sample_diff7249,0
sample4160,1
sample_diff1795,0
sample5879,1
sample_diff2239,0
sample_diff7110,0
sample_diff9927,0
sample2014,1
sample_diff9695,0
sample7731,1
sample3578,1
sample_diff8186,0
sample_diff5344,0
sample_diff8602,0
sample1837,1
sample5428,1
sample_diff3693,0
sample_diff231,0
sample_diff5600,0
sample6460,1
sample3808,1
sample9635,1
sample_diff3634,0
sample_diff10769,0
sample_diff41,0
sample_diff8999,0
sample6018,1
sample_diff2049,0
sample_diff3177,0
sample5518,1
sample_diff6732,0
sample9146,1
sample663,1
sample_diff1978,0
sample_diff8453,0
sample_diff10767,0
sample_diff11292,0
sample_diff9185,0
sample_diff10140,0
sample3633,1
sample_diff6923,0
sample2656,1
sample9019,1
sample96,1
sample4050,1
sample_diff8995,0
sample8308,1
sample_diff7497,0
sample3694,1
sample_diff9821,0
sample512,1
sample1547,1
sample_diff4370,0
sample_diff6194,0
sample6783,1
sample_diff7839,0
sample6301,1
sample4004,1
sample_diff10817,0
sample_diff10409,0
sample9277,1
sample_diff7774,0
sample3454,1
sample1564,1
sample_diff3476,0
sample_diff5138,0
sample6835,1
sample6690,1
sample_diff7621,0
sample_diff9126,0
sample7466,1
sample2592,1
sample5753,1
sample4260,1
sample6693,1
sample3788,1
sample5462,1
sample5078,1
sample_diff1117,0
sample2828,1
sample_diff4438,0
sample_diff11282,0
sample_diff7327,0
sample4721,1
sample_diff908,0
sample_diff8269,0
sample2846,1
sample_diff9792,0
sample2742,1
sample7009,1
sample_diff9552,0
sample_diff11222,0
sample_diff10914,0
sample1609,1
sample9694,1
sample_diff10942,0
sample_diff5966,0
sample1433,1
sample8002,1
sample_diff1997,0
sample3472,1
sample_diff7029,0
sample_diff6440,0
sample6102,1
sample2578,1
sample5997,1
sample_diff10665,0
sample2317,1
sample_diff2309,0
sample6674,1
sample_diff9880,0
sample_diff755,0
sample_diff9882,0
sample_diff6912,0
sample_diff2771,0
sample_diff5901,0
sample_diff8912,0
sample_diff2026,0
sample5742,1
sample_diff6403,0
sample_diff8810,0
sample_diff4660,0
sample899,1
sample3136,1
sample_diff428,0
sample_diff8992,0
sample_diff9469,0
sample3006,1
sample_diff4483,0
sample_diff1704,0
sample_diff6561,0
sample_diff8972,0
sample_diff940,0
sample_diff10450,0
sample_diff6576,0
sample_diff2044,0
sample1388,1
sample_diff8889,0
sample4380,1
sample24,1
sample_diff10107,0
sample8367,1
sample_diff1462,0
sample_diff9699,0
sample1286,1
sample_diff9107,0
sample3801,1
sample_diff954,0
sample_diff8348,0
sample2221,1
sample5682,1
sample7053,1
sample8649,1
sample6951,1
sample_diff1751,0
sample3886,1
sample9472,1
sample2169,1
sample_diff7486,0
sample_diff633,0
sample6750,1
sample5289,1
sample9037,1
sample_diff177,0
sample2823,1
sample8837,1
sample7831,1
sample_diff3466,0
sample3401,1
sample_diff4138,0
sample4078,1
sample_diff4823,0
sample_diff10487,0
sample_diff1382,0
sample9653,1
sample_diff293,0
sample_diff9328,0
sample_diff6580,0
sample_diff5197,0
sample_diff7671,0
sample_diff10891,0
sample4992,1
sample2922,1
sample_diff6678,0
sample3523,1
sample516,1
sample1498,1
sample_diff360,0
sample_diff3950,0
sample_diff2437,0
sample5792,1
sample_diff4425,0
sample5161,1
sample730,1
sample_diff794,0
sample_diff7683,0
sample7083,1
sample_diff8759,0
sample2227,1
sample_diff1964,0
sample_diff2357,0
sample_diff11356,0
sample_diff5827,0
sample_diff11306,0
sample_diff1006,0
sample7178,1
sample4780,1
sample_diff5322,0
sample8989,1
sample9054,1
sample_diff4136,0
sample_diff5891,0
sample9559,1
sample_diff4432,0
sample8917,1
sample4988,1
sample_diff1325,0
sample298,1
sample_diff3230,0
sample_diff6228,0
sample_diff7756,0
sample_diff3788,0
sample2909,1
sample_diff9141,0
sample4656,1
sample4836,1
sample892,1
sample1588,1
sample_diff10987,0
sample_diff4049,0
sample_diff3427,0
sample3784,1
sample_diff10265,0
sample_diff1884,0
sample_diff7418,0
sample_diff3356,0
sample1234,1
sample4309,1
sample3308,1
sample_diff4544,0
sample4633,1
sample_diff4622,0
sample_diff1941,0
sample2696,1
sample_diff7610,0
sample2018,1
sample_diff11025,0
sample2057,1
sample6191,1
sample8670,1
sample_diff9220,0
sample5179,1
sample_diff8046,0
sample60,1
sample_diff3534,0
sample1999,1
sample2247,1
sample1396,1
sample_diff5524,0
sample_diff5850,0
sample_diff2060,0
sample_diff10355,0
sample_diff2058,0
sample8235,1
sample_diff3720,0
sample_diff7401,0
sample_diff4551,0
sample_diff4396,0
sample_diff9988,0
sample_diff5585,0
sample_diff11302,0
sample_diff7018,0
sample_diff3036,0
sample_diff7746,0
sample_diff8384,0
sample_diff11213,0
sample_diff10134,0
sample_diff6886,0
sample6748,1
sample_diff9342,0
sample2386,1
sample_diff4306,0
sample_diff6668,0
sample_diff2645,0
sample_diff8474,0
sample_diff5417,0
sample_diff10776,0
sample8007,1
sample_diff11124,0
sample6697,1
sample_diff8373,0
sample_diff2948,0
sample3462,1
sample2047,1
sample_diff8334,0
sample3919,1
sample7993,1
sample979,1
sample_diff8644,0
sample_diff10609,0
sample_diff10860,0
sample2481,1
sample_diff1922,0
sample_diff6607,0
sample_diff5945,0
sample_diff7584,0
sample_diff3237,0
sample_diff10400,0
sample5771,1
sample_diff8520,0
sample5750,1
sample_diff9319,0
sample_diff3091,0
sample8575,1
sample_diff9985,0
sample_diff11345,0
sample5818,1
sample_diff5610,0
sample_diff7222,0
sample_diff1224,0
sample6358,1
sample3993,1
sample_diff11172,0
sample_diff3254,0
sample_diff8621,0
sample1538,1
sample_diff8836,0
sample_diff3049,0
sample3626,1
sample_diff6237,0
sample2343,1
sample7580,1
sample_diff5833,0
sample_diff7509,0
sample5291,1
sample_diff7170,0
sample5760,1
sample_diff2696,0
sample6117,1
sample_diff6037,0
sample4782,1
sample2212,1
sample7725,1
sample_diff5431,0
sample7117,1
sample8400,1
sample_diff10473,0
sample6873,1
sample7869,1
sample_diff10696,0
sample4711,1
sample473,1
sample3066,1
sample6561,1
sample8480,1
sample_diff3907,0
sample624,1
sample8562,1
sample_diff8676,0
sample6278,1
sample454,1
sample7356,1
sample_diff775,0
sample7507,1
sample3212,1
sample426,1
sample_diff5866,0
sample_diff8417,0
sample7987,1
sample_diff9758,0
sample3003,1
sample_diff8986,0
sample_diff10913,0
sample667,1
sample5787,1
sample1326,1
sample4920,1
sample_diff3961,0
sample_diff6409,0
sample_diff6175,0
sample6235,1
sample_diff5726,0
sample_diff88,0
sample_diff9350,0
sample_diff1444,0
sample5593,1
sample_diff4845,0
sample_diff4724,0
sample_diff196,0
sample_diff1001,0
sample5583,1
sample_diff5846,0
sample718,1
sample7603,1
sample8588,1
sample7530,1
sample_diff11265,0
sample3303,1
sample_diff2032,0
sample8161,1
sample4270,1
sample_diff2182,0
sample1519,1
sample2383,1
sample_diff7289,0
sample_diff1135,0
sample9533,1
sample_diff724,0
sample8790,1
sample_diff5515,0
sample3493,1
sample_diff1807,0
sample_diff5667,0
sample_diff1999,0
sample9197,1
sample_diff2010,0
sample_diff11327,0
sample_diff6523,0
sample2356,1
sample8387,1
sample_diff6571,0
sample_diff6416,0
sample_diff2340,0
sample499,1
sample2986,1
sample1844,1
sample_diff8359,0
sample_diff7593,0
sample5395,1
sample1158,1
sample1362,1
sample_diff2319,0
sample_diff6520,0
sample_diff8067,0
sample_diff5671,0
sample5230,1
sample_diff9750,0
sample1407,1
sample2739,1
sample_diff5106,0
sample_diff3683,0
sample_diff10340,0
sample5029,1
sample7049,1
sample_diff4150,0
sample5710,1
sample_diff3944,0
sample_diff1770,0
sample_diff6052,0
sample_diff240,0
sample_diff10595,0
sample_diff7543,0
sample3819,1
sample8135,1
sample_diff8187,0
sample7562,1
sample_diff2207,0
sample_diff6342,0
sample_diff8419,0
sample_diff7936,0
sample3604,1
sample_diff1928,0
sample_diff10778,0
sample_diff9603,0
sample_diff8085,0
sample7415,1
sample214,1
sample_diff4096,0
sample1267,1
sample7806,1
sample2971,1
sample_diff7964,0
sample3855,1
sample_diff10692,0
sample7309,1
sample_diff2911,0
sample3295,1
sample_diff4139,0
sample5904,1
sample4018,1
sample7739,1
sample7780,1
sample7566,1
sample7700,1
sample6709,1
sample_diff7144,0
sample5189,1
sample7851,1
sample_diff3072,0
sample3556,1
sample1998,1
sample_diff1672,0
sample7368,1
sample7510,1
sample2733,1
sample_diff8736,0
sample7071,1
sample_diff6139,0
sample7611,1
sample_diff268,0
sample_diff8650,0
sample_diff3704,0
sample_diff6164,0
sample4023,1
sample_diff10231,0
sample_diff350,0
sample9654,1
sample_diff3928,0
sample_diff1907,0
sample_diff3012,0
sample_diff5794,0
sample5444,1
sample796,1
sample3357,1
sample_diff10467,0
sample_diff1741,0
sample973,1
sample6716,1
sample1948,1
sample7221,1
sample_diff867,0
sample_diff2094,0
sample_diff4338,0
sample_diff8983,0
sample8283,1
sample_diff9391,0
sample5675,1
sample160,1
sample_diff3888,0
sample8904,1
sample983,1
sample_diff4887,0
sample_diff1441,0
sample2616,1
sample_diff3573,0
sample_diff5527,0
sample5559,1
sample1357,1
sample_diff5267,0
sample4629,1
sample_diff4674,0
sample_diff899,0
sample2764,1
sample_diff2742,0
sample_diff3199,0
sample_diff5723,0
sample_diff3005,0
sample8305,1
sample_diff1344,0
sample6766,1
sample_diff9271,0
sample2630,1
sample_diff3136,0
sample_diff2665,0
sample_diff9195,0
sample6601,1
sample_diff778,0
sample1723,1
sample_diff10416,0
sample_diff9386,0
sample7920,1
sample_diff2690,0
sample8905,1
sample_diff3813,0
sample_diff1849,0
sample1143,1
sample1091,1
sample_diff6449,0
sample_diff10717,0
sample6980,1
sample3144,1
sample856,1
sample_diff716,0
sample2968,1
sample6169,1
sample_diff7609,0
sample187,1
sample87,1
sample4578,1
sample_diff9813,0
sample7940,1
sample_diff5324,0
sample5109,1
sample_diff1906,0
sample8239,1
sample_diff5427,0
sample1319,1
sample2121,1
sample3895,1
sample_diff5913,0
sample_diff335,0
sample_diff1903,0
sample5105,1
sample_diff4052,0
sample8717,1
sample_diff3784,0
sample2520,1
sample1823,1
sample2756,1
sample_diff6849,0
sample_diff2064,0
sample3839,1
sample969,1
sample4972,1
sample_diff3589,0
sample_diff3762,0
sample664,1
sample7001,1
sample_diff4358,0
sample3470,1
sample5972,1
sample_diff10779,0
sample_diff8754,0
sample5450,1
sample9681,1
sample_diff10726,0
sample1350,1
sample_diff286,0
sample_diff10731,0
sample3328,1
sample2292,1
sample_diff3306,0
sample_diff4578,0
sample_diff8833,0
sample6829,1
sample1689,1
sample_diff10742,0
sample_diff6986,0
sample_diff10321,0
sample_diff7972,0
sample_diff327,0
sample_diff2532,0
sample_diff6898,0
sample_diff2294,0
sample_diff706,0
sample_diff10554,0
sample_diff7986,0
sample_diff10422,0
sample2940,1
sample5396,1
sample3598,1
sample_diff2799,0
sample_diff1307,0
sample_diff4005,0
sample9439,1
sample5195,1
sample4936,1
sample_diff1348,0
sample_diff9226,0
sample_diff7951,0
sample_diff6578,0
sample_diff2873,0
sample6687,1
sample_diff7306,0
sample_diff9462,0
sample_diff3154,0
sample_diff4618,0
sample6446,1
sample1393,1
sample_diff9753,0
sample7788,1
sample_diff7937,0
sample7872,1
sample_diff7706,0
sample_diff6092,0
sample_diff1057,0
sample7363,1
sample_diff8426,0
sample6646,1
sample8616,1
sample_diff7389,0
sample6809,1
sample7399,1
sample_diff10395,0
sample_diff7383,0
sample543,1
sample_diff7214,0
sample1206,1
sample_diff4352,0
sample1785,1
sample4931,1
sample_diff8138,0
sample9483,1
sample7438,1
sample_diff7853,0
sample_diff1706,0
sample_diff7364,0
sample8571,1
sample6237,1
sample4238,1
sample_diff5445,0
sample7949,1
sample_diff9335,0
sample_diff7326,0
sample_diff47,0
sample9577,1
sample_diff6637,0
sample6960,1
sample_diff2366,0
sample_diff1573,0
sample8767,1
sample167,1
sample_diff5722,0
sample_diff9647,0
sample_diff11362,0
sample_diff1030,0
sample_diff2965,0
sample5134,1
sample7304,1
sample9667,1
sample7361,1
sample2358,1
sample8533,1
sample5738,1
sample2241,1
sample_diff6049,0
sample_diff3925,0
sample4497,1
sample1718,1
sample_diff8246,0
sample3816,1
sample1509,1
sample_diff6711,0
sample5588,1
sample_diff6515,0
sample_diff6495,0
sample_diff10627,0
sample_diff138,0
sample7955,1
sample_diff4799,0
sample_diff6218,0
sample_diff8493,0
sample3080,1
sample_diff6914,0
sample_diff8293,0
sample_diff771,0
sample9272,1
sample139,1
sample_diff4305,0
sample_diff4654,0
sample7152,1
sample2939,1
sample9505,1
sample_diff459,0
sample_diff6723,0
sample2963,1
sample_diff1772,0
sample2085,1
sample1205,1
sample_diff7313,0
sample_diff5880,0
sample4815,1
sample9034,1
sample9485,1
sample4729,1
sample8995,1
sample3600,1
sample_diff8732,0
sample_diff9295,0
sample_diff4278,0
sample_diff4767,0
sample_diff5107,0
sample_diff8120,0
sample7247,1
sample_diff3025,0
sample2981,1
sample9539,1
sample8412,1
sample_diff11241,0
sample_diff5834,0
sample_diff734,0
sample_diff10873,0
sample_diff6319,0
sample6637,1
sample3760,1
sample_diff9728,0
sample_diff7698,0
sample_diff3092,0
sample3394,1
sample793,1
sample3439,1
sample7324,1
sample_diff7321,0
sample285,1
sample3205,1
sample_diff2510,0
sample8500,1
sample_diff2396,0
sample_diff7747,0
sample_diff5161,0
sample_diff198,0
sample_diff8431,0
sample_diff10307,0
sample_diff7524,0
sample_diff2816,0
sample4120,1
sample5565,1
sample_diff5770,0
sample6144,1
sample4530,1
sample5178,1
sample3769,1
sample424,1
sample_diff637,0
sample740,1
sample8084,1
sample9025,1
sample1521,1
sample_diff7090,0
sample_diff4812,0
sample_diff2014,0
sample6803,1
sample_diff6739,0
sample_diff7802,0
sample_diff582,0
sample_diff8707,0
sample_diff6750,0
sample3856,1
sample9399,1
sample4899,1
sample_diff2547,0
sample6096,1
sample_diff661,0
sample_diff1100,0
sample_diff9823,0
sample221,1
sample_diff6536,0
sample_diff3906,0
sample_diff4873,0
sample_diff6258,0
sample1428,1
sample_diff3639,0
sample_diff7672,0
sample6157,1
sample_diff9238,0
sample1612,1
sample_diff2992,0
sample_diff6894,0
sample_diff1778,0
sample9179,1
sample3385,1
sample5070,1
sample_diff5093,0
sample_diff7918,0
sample_diff11131,0
sample1025,1
sample5582,1
sample_diff3234,0
sample_diff7218,0
sample2086,1
sample7250,1
sample_diff10791,0
sample_diff2880,0
sample7176,1
sample_diff3620,0
sample_diff6651,0
sample_diff9668,0
sample_diff406,0
sample_diff9378,0
sample7100,1
sample252,1
sample_diff9570,0
sample4779,1
sample_diff7210,0
sample_diff5843,0
sample_diff4068,0
sample_diff6000,0
sample902,1
sample8140,1
sample_diff10562,0
sample_diff3669,0
sample_diff4958,0
sample3504,1
sample_diff964,0
sample_diff10300,0
sample8986,1
sample_diff1044,0
sample695,1
sample5933,1
sample4303,1
sample5829,1
sample_diff10785,0
sample_diff988,0
sample9677,1
sample_diff7311,0
sample748,1
sample_diff1659,0
sample6522,1
sample350,1
sample_diff10520,0
sample9597,1
sample4766,1
sample_diff3729,0
sample_diff10244,0
sample3437,1
sample_diff5077,0
sample5851,1
sample4382,1
sample1908,1
sample_diff10836,0
sample_diff557,0
sample_diff6972,0
sample6718,1
sample_diff643,0
sample7224,1
sample_diff9112,0
sample_diff7649,0
sample5696,1
sample4121,1
sample_diff3995,0
sample_diff164,0
sample6884,1
sample_diff8955,0
sample5736,1
sample_diff7835,0
sample_diff180,0
sample3539,1
sample4964,1
sample1670,1
sample8168,1
sample_diff2372,0
sample7153,1
sample_diff413,0
sample8280,1
sample2237,1
sample4552,1
sample2699,1
sample_diff11355,0
sample_diff5980,0
sample7074,1
sample_diff10119,0
sample_diff6710,0
sample_diff7813,0
sample6913,1
sample_diff5856,0
sample_diff3329,0
sample8145,1
sample3477,1
sample_diff8018,0
sample_diff10711,0
sample_diff2840,0
sample7394,1
sample1731,1
sample1947,1
sample4676,1
sample6990,1
sample_diff10670,0
sample5421,1
sample4192,1
sample5614,1
sample_diff5317,0
sample_diff6394,0
sample5813,1
sample5597,1
sample_diff7308,0
sample_diff1812,0
sample2498,1
sample_diff6315,0
sample_diff5911,0
sample5340,1
sample_diff10718,0
sample_diff6390,0
sample_diff9626,0
sample_diff5802,0
sample4886,1
sample_diff10025,0
sample_diff1627,0
sample4020,1
sample5529,1
sample_diff5266,0
sample1135,1
sample_diff8306,0
sample9032,1
sample1777,1
sample_diff9640,0
sample3381,1
sample351,1
sample5145,1
sample_diff1596,0
sample_diff9875,0
sample_diff8071,0
sample_diff1831,0
sample_diff3707,0
sample_diff5029,0
sample6795,1
sample470,1
sample_diff10172,0
sample7229,1
sample_diff11335,0
sample7479,1
sample6517,1
sample7500,1
sample5220,1
sample_diff9136,0
sample1062,1
sample_diff9193,0
sample1408,1
sample_diff1656,0
sample_diff5390,0
sample805,1
sample3039,1
sample2841,1
sample8558,1
sample_diff10412,0
sample_diff4024,0
sample3132,1
sample_diff3137,0
sample_diff3492,0
sample_diff10771,0
sample912,1
sample_diff3722,0
sample_diff10799,0
sample_diff11062,0
sample_diff5175,0
sample_diff9454,0
sample_diff1365,0
sample8785,1
sample_diff6224,0
sample6782,1
sample8566,1
sample9124,1
sample_diff7919,0
sample_diff3134,0
sample_diff2441,0
sample2146,1
sample4465,1
sample_diff351,0
sample_diff5329,0
sample3965,1
sample3160,1
sample9497,1
sample6893,1
sample_diff7595,0
sample8286,1
sample2171,1
sample_diff3343,0
sample_diff4130,0
sample_diff2626,0
sample1541,1
sample3926,1
sample_diff4032,0
sample_diff6144,0
sample8251,1
sample_diff2790,0
sample7868,1
sample_diff3311,0
sample_diff9214,0
sample2660,1
sample5483,1
sample4835,1
sample_diff1164,0
sample8742,1
sample2094,1
sample_diff11208,0
sample_diff5066,0
sample9047,1
sample1831,1
sample544,1
sample8478,1
sample_diff8471,0
sample_diff9466,0
sample_diff8756,0
sample_diff3927,0
sample5379,1
sample_diff1472,0
sample_diff6279,0
sample_diff3119,0
sample_diff4577,0
sample9130,1
sample7389,1
sample_diff10971,0
sample1505,1
sample_diff4283,0
sample_diff3276,0
sample8029,1
sample_diff3400,0
sample_diff9624,0
sample8243,1
sample4649,1
sample_diff2234,0
sample_diff1020,0
sample_diff4199,0
sample_diff1327,0
sample2277,1
sample3433,1
sample8752,1
sample_diff11231,0
sample_diff8824,0
sample3204,1
sample_diff10567,0
sample8098,1
sample_diff554,0
sample_diff271,0
sample7427,1
sample5245,1
sample_diff9495,0
sample6118,1
sample_diff1699,0
sample_diff2795,0
sample_diff2111,0
sample_diff8429,0
sample_diff8361,0
sample1090,1
sample1406,1
sample6720,1
sample_diff9566,0
sample_diff11012,0
sample_diff1360,0
sample7738,1
sample7624,1
sample3665,1
sample_diff8844,0
sample_diff6236,0
sample_diff4494,0
sample_diff7569,0
sample_diff8884,0
sample5269,1
sample4537,1
sample3196,1
sample_diff9692,0
sample_diff10690,0
sample9180,1
sample7347,1
sample8392,1
sample_diff7890,0
sample_diff3979,0
sample_diff10848,0
sample_diff6881,0
sample3861,1
sample_diff7644,0
sample_diff3149,0
sample8010,1
sample5461,1
sample5657,1
sample8355,1
sample_diff9015,0
sample_diff10357,0
sample3520,1
sample5840,1
sample6292,1
sample7085,1
sample_diff9178,0
sample8125,1
sample_diff4638,0
sample6023,1
sample_diff6594,0
sample_diff4070,0
sample8199,1
sample_diff1385,0
sample_diff7867,0
sample5853,1
sample6500,1
sample_diff7909,0
sample_diff9909,0
sample_diff9330,0
sample3279,1
sample_diff2213,0
sample_diff2201,0
sample_diff4965,0
sample448,1
sample_diff3507,0
sample6882,1
sample7879,1
sample_diff5239,0
sample_diff2238,0
sample3975,1
sample_diff1284,0
sample_diff2924,0
sample_diff4864,0
sample_diff11379,0
sample8157,1
sample_diff6752,0
sample_diff5484,0
sample1209,1
sample_diff1181,0
sample8626,1
sample_diff1914,0
sample6607,1
sample3337,1
sample_diff2938,0
sample_diff2337,0
sample_diff2416,0
sample_diff6809,0
sample1152,1
sample_diff5604,0
sample_diff2394,0
sample6482,1
sample2280,1
sample_diff7808,0
sample4832,1
sample_diff3097,0
sample5846,1
sample4475,1
sample8845,1
sample8171,1
sample781,1
sample_diff10727,0
sample_diff5703,0
sample3307,1
sample4692,1
sample7288,1
sample_diff8987,0
sample_diff1266,0
sample_diff9074,0
sample7174,1
sample3726,1
sample_diff540,0
sample_diff1827,0
sample_diff6969,0
sample7649,1
sample4887,1
sample_diff7349,0
sample7252,1
sample_diff7416,0
sample3185,1
sample817,1
sample_diff2356,0
sample_diff921,0
sample4227,1
sample4939,1
sample_diff6211,0
sample_diff8313,0
sample_diff1629,0
sample22,1
sample_diff2776,0
sample9074,1
sample9336,1
sample_diff6991,0
sample2839,1
sample_diff10796,0
sample9153,1
sample311,1
sample4594,1
sample4306,1
sample_diff5651,0
sample5803,1
sample8344,1
sample_diff10063,0
sample_diff4015,0
sample_diff6778,0
sample_diff11156,0
sample_diff8160,0
sample8857,1
sample5243,1
sample_diff8013,0
sample_diff9327,0
sample_diff11224,0
sample6399,1
sample_diff4455,0
sample8684,1
sample2075,1
sample6155,1
sample3281,1
sample_diff3578,0
sample_diff2698,0
sample_diff10854,0
sample_diff10277,0
sample_diff2196,0
sample2500,1
sample_diff3748,0
sample5767,1
sample_diff11045,0
sample_diff5808,0
sample7185,1
sample_diff10326,0
sample_diff1411,0
sample9509,1
sample_diff6970,0
sample7892,1
sample_diff9182,0
sample_diff10164,0
sample_diff9966,0
sample_diff10123,0
sample4452,1
sample8483,1
sample5919,1
sample7086,1
sample7316,1
sample6113,1
sample1069,1
sample_diff9383,0
sample_diff1106,0
sample8596,1
sample4789,1
sample_diff3455,0
sample8605,1
sample5847,1
sample_diff2634,0
sample7269,1
sample8015,1
sample_diff385,0
sample_diff3608,0
sample_diff5450,0
sample8913,1
sample_diff1948,0
sample9601,1
sample5995,1
sample9301,1
sample_diff10106,0
sample_diff7468,0
sample_diff986,0
sample_diff7968,0
sample_diff1701,0
sample_diff5516,0
sample_diff6857,0
sample2734,1
sample_diff3054,0
sample_diff10859,0
sample3903,1
sample169,1
sample_diff6595,0
sample_diff9678,0
sample_diff1306,0
sample_diff4926,0
sample634,1
sample66,1
sample_diff4102,0
sample4272,1
sample9009,1
sample_diff7411,0
sample5861,1
sample8198,1
sample_diff5300,0
sample_diff6429,0
sample2091,1
sample9127,1
sample8031,1
sample_diff5080,0
sample9465,1
sample_diff7162,0
sample_diff8093,0
sample2802,1
sample_diff854,0
sample5618,1
sample2197,1
sample_diff6968,0
sample2271,1
sample7477,1
sample_diff8888,0
sample4089,1
sample6956,1
sample_diff6862,0
sample4871,1
sample_diff9484,0
sample100,1
sample_diff4584,0
sample5000,1
sample_diff10364,0
sample6579,1
sample_diff5351,0
sample6669,1
sample6577,1
sample1724,1
sample7323,1
sample3797,1
sample3464,1
sample1813,1
sample4650,1
sample_diff6722,0
sample_diff1460,0
sample_diff9999,0
sample_diff3899,0
sample_diff9232,0
sample_diff8582,0
sample7759,1
sample4742,1
sample_diff3366,0
sample_diff4404,0
sample_diff5619,0
sample5034,1
sample_diff7024,0
sample3557,1
sample_diff767,0
sample_diff8312,0
sample_diff11258,0
sample9639,1
sample_diff3591,0
sample_diff5706,0
sample_diff4203,0
sample_diff614,0
sample2068,1
sample_diff2782,0
sample_diff6486,0
sample9542,1
sample_diff7872,0
sample3052,1
sample9090,1
sample7285,1
sample_diff7821,0
sample_diff7098,0
sample9675,1
sample_diff2794,0
sample4271,1
sample6068,1
sample1501,1
sample_diff5536,0
sample_diff4140,0
sample_diff3302,0
sample965,1
sample_diff1809,0
sample3321,1
sample6220,1
sample_diff5180,0
sample5320,1
sample_diff6502,0
sample_diff91,0
sample_diff11179,0
sample_diff7094,0
sample_diff10995,0
sample_diff3135,0
sample_diff653,0
sample6504,1
sample_diff821,0
sample3910,1
sample_diff9563,0
sample9520,1
sample7952,1
sample6788,1
sample_diff7561,0
sample6949,1
sample4209,1
sample_diff5304,0
sample_diff5532,0
sample_diff3231,0
sample2975,1
sample5769,1
sample_diff3376,0
sample_diff4017,0
sample9126,1
sample3069,1
sample4860,1
sample6832,1
sample_diff9308,0
sample4106,1
sample_diff435,0
sample_diff7927,0
sample_diff3142,0
sample_diff11021,0
sample_diff8606,0
sample_diff6333,0
sample7188,1
sample2183,1
sample5637,1
sample_diff9912,0
sample_diff3445,0
sample_diff2353,0
sample_diff4120,0
sample1668,1
sample4913,1
sample3605,1
sample4114,1
sample9145,1
sample_diff6078,0
sample_diff6584,0
sample_diff7624,0
sample159,1
sample7581,1
sample_diff4652,0
sample_diff1961,0
sample7499,1
sample7283,1
sample1144,1
sample_diff5753,0
sample_diff2716,0
sample_diff6772,0
sample1548,1
sample_diff5915,0
sample4535,1
sample2804,1
sample_diff10759,0
sample2297,1
sample_diff6408,0
sample8056,1
sample_diff5146,0
sample7943,1
sample1167,1
sample_diff4034,0
sample7881,1
sample7968,1
sample250,1
sample435,1
sample_diff8779,0
sample_diff6640,0
sample5790,1
sample7801,1
sample_diff3616,0
sample_diff10312,0
sample1701,1
sample2819,1
sample_diff466,0
sample_diff8607,0
sample_diff7473,0
sample_diff11263,0
sample_diff957,0
sample_diff6940,0
sample1386,1
sample_diff3352,0
sample291,1
sample_diff3465,0
sample7555,1
sample_diff1343,0
sample_diff5278,0
sample7388,1
sample1787,1
sample8210,1
sample5655,1
sample2577,1
sample2275,1
sample5343,1
sample_diff1861,0
sample7932,1
sample_diff10976,0
sample_diff7653,0
sample_diff11017,0
sample68,1
sample_diff6957,0
sample8542,1
sample_diff584,0
sample8710,1
sample8879,1
sample7834,1
sample7358,1
sample_diff9459,0
sample_diff4279,0
sample6372,1
sample6336,1
sample9206,1
sample_diff5861,0
sample_diff3122,0
sample_diff10442,0
sample8733,1
sample_diff5126,0
sample5263,1
sample_diff9547,0
sample_diff3344,0
sample_diff6663,0
sample_diff7830,0
sample3413,1
sample9462,1
sample_diff8177,0
sample5747,1
sample_diff5297,0
sample_diff9810,0
sample4792,1
sample1590,1
sample_diff5961,0
sample4589,1
sample_diff6116,0
sample3283,1
sample_diff11176,0
sample_diff4217,0
sample1413,1
sample6269,1
sample_diff544,0
sample_diff8296,0
sample2142,1
sample_diff5518,0
sample_diff4627,0
sample_diff11365,0
sample3696,1
sample_diff923,0
sample_diff2474,0
sample5213,1
sample6276,1
sample_diff11140,0
sample323,1
sample_diff308,0
sample_diff1499,0
sample7203,1
sample2434,1
sample_diff2912,0
sample1678,1
sample_diff2120,0
sample6672,1
sample_diff5969,0
sample2072,1
sample_diff10830,0
sample3077,1
sample_diff6348,0
sample_diff6920,0
sample_diff9464,0
sample_diff768,0
sample_diff4970,0
sample_diff6177,0
sample7258,1
sample3876,1
sample_diff6295,0
sample8744,1
sample_diff2504,0
sample_diff3947,0
sample5282,1
sample_diff5674,0
sample_diff4687,0
sample_diff10240,0
sample2529,1
sample5380,1
sample2923,1
sample6087,1
sample_diff4366,0
sample_diff10821,0
sample6932,1
sample396,1
sample_diff7797,0
sample4010,1
sample_diff9637,0
sample_diff1253,0
sample5616,1
sample7037,1
sample_diff6241,0
sample2741,1
sample7196,1
sample5149,1
sample5378,1
sample_diff2848,0
sample7824,1
sample3137,1
sample_diff7371,0
sample2305,1
sample_diff8225,0
